,country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website,population
16,Afghanistan,AFG,2021-03-10,0.0,0.0,0.0,2862.0,0.0,0.0,0.0,75.23312410884104,Oxford/AstraZeneca,Government of Afghanistan,http://www.xinhuanet.com/english/asiapacific/2021-03/16/c_139814668.htm,38041754.0
17,Afghanistan,AFG,2021-03-11,0.0,0.0,0.0,2862.0,0.0,0.0,0.0,75.23312410884104,Oxford/AstraZeneca,Government of Afghanistan,http://www.xinhuanet.com/english/asiapacific/2021-03/16/c_139814668.htm,38041754.0
18,Afghanistan,AFG,2021-03-12,0.0,0.0,0.0,2862.0,0.0,0.0,0.0,75.23312410884104,Oxford/AstraZeneca,Government of Afghanistan,http://www.xinhuanet.com/english/asiapacific/2021-03/16/c_139814668.htm,38041754.0
19,Afghanistan,AFG,2021-03-13,0.0,0.0,0.0,2862.0,0.0,0.0,0.0,75.23312410884104,Oxford/AstraZeneca,Government of Afghanistan,http://www.xinhuanet.com/english/asiapacific/2021-03/16/c_139814668.htm,38041754.0
20,Afghanistan,AFG,2021-03-14,0.0,0.0,0.0,2862.0,0.0,0.0,0.0,75.23312410884104,Oxford/AstraZeneca,Government of Afghanistan,http://www.xinhuanet.com/english/asiapacific/2021-03/16/c_139814668.htm,38041754.0
21,Afghanistan,AFG,2021-03-15,0.0,0.0,0.0,2862.0,0.0,0.0,0.0,75.23312410884104,Oxford/AstraZeneca,Government of Afghanistan,http://www.xinhuanet.com/english/asiapacific/2021-03/16/c_139814668.htm,38041754.0
22,Afghanistan,AFG,2021-03-16,54000.0,54000.0,0.0,2862.0,0.14,0.14,0.0,75.23312410884104,Oxford/AstraZeneca,Government of Afghanistan,http://www.xinhuanet.com/english/asiapacific/2021-03/16/c_139814668.htm,38041754.0
23,Albania,ALB,2021-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1714-te-vaksinuar-1993-testime-699-te-sheruar-344-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,2854191.0
24,Albania,ALB,2021-01-11,0.0,0.0,0.0,64.0,0.0,0.0,0.0,22.423166494463754,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1714-te-vaksinuar-1993-testime-699-te-sheruar-344-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,2854191.0
25,Albania,ALB,2021-01-12,128.0,128.0,0.0,64.0,0.0,0.0,0.0,22.423166494463754,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1714-te-vaksinuar-1993-testime-699-te-sheruar-344-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,2854191.0
26,Albania,ALB,2021-01-13,188.0,188.0,0.0,63.0,0.01,0.01,0.0,22.07280451798776,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1714-te-vaksinuar-1993-testime-699-te-sheruar-344-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,2854191.0
27,Albania,ALB,2021-01-14,266.0,266.0,0.0,66.0,0.01,0.01,0.0,23.123890447415747,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1714-te-vaksinuar-1993-testime-699-te-sheruar-344-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,2854191.0
28,Albania,ALB,2021-01-15,308.0,308.0,0.0,62.0,0.01,0.01,0.0,21.72244254151176,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1714-te-vaksinuar-1993-testime-699-te-sheruar-344-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,2854191.0
29,Albania,ALB,2021-01-16,369.0,369.0,0.0,62.0,0.01,0.01,0.0,21.72244254151176,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1714-te-vaksinuar-1993-testime-699-te-sheruar-344-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,2854191.0
30,Albania,ALB,2021-01-17,405.0,405.0,0.0,58.0,0.01,0.01,0.0,20.32099463560778,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1714-te-vaksinuar-1993-testime-699-te-sheruar-344-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,2854191.0
31,Albania,ALB,2021-01-18,447.0,447.0,0.0,55.0,0.02,0.02,0.0,19.269908706179788,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1714-te-vaksinuar-1993-testime-699-te-sheruar-344-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,2854191.0
32,Albania,ALB,2021-01-19,483.0,483.0,0.0,51.0,0.02,0.02,0.0,17.868460800275805,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1714-te-vaksinuar-1993-testime-699-te-sheruar-344-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,2854191.0
33,Albania,ALB,2021-01-20,519.0,519.0,0.0,47.0,0.02,0.02,0.0,16.46701289437182,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1714-te-vaksinuar-1993-testime-699-te-sheruar-344-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,2854191.0
34,Albania,ALB,2021-01-21,549.0,549.0,0.0,40.0,0.02,0.02,0.0,14.014479059039846,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1714-te-vaksinuar-1993-testime-699-te-sheruar-344-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,2854191.0
35,Albania,ALB,2021-01-22,0.0,0.0,0.0,34.0,0.0,0.0,0.0,11.91230720018387,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1714-te-vaksinuar-1993-testime-699-te-sheruar-344-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,2854191.0
36,Albania,ALB,2021-01-23,0.0,0.0,0.0,26.0,0.0,0.0,0.0,9.1094113883759,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1714-te-vaksinuar-1993-testime-699-te-sheruar-344-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,2854191.0
37,Albania,ALB,2021-01-24,0.0,0.0,0.0,21.0,0.0,0.0,0.0,7.35760150599592,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1714-te-vaksinuar-1993-testime-699-te-sheruar-344-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,2854191.0
38,Albania,ALB,2021-01-25,0.0,0.0,0.0,15.0,0.0,0.0,0.0,5.255429647139942,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1714-te-vaksinuar-1993-testime-699-te-sheruar-344-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,2854191.0
39,Albania,ALB,2021-01-26,0.0,0.0,0.0,9.0,0.0,0.0,0.0,3.1532577882839656,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1714-te-vaksinuar-1993-testime-699-te-sheruar-344-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,2854191.0
40,Albania,ALB,2021-01-27,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.4014479059039846,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1714-te-vaksinuar-1993-testime-699-te-sheruar-344-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,2854191.0
41,Albania,ALB,2021-02-02,550.0,549.0,1.0,0.0,0.02,0.02,0.0,0.0,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1714-te-vaksinuar-1993-testime-699-te-sheruar-344-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,2854191.0
42,Albania,ALB,2021-02-03,0.0,0.0,0.0,12.0,0.0,0.0,0.0,4.204343717711954,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1714-te-vaksinuar-1993-testime-699-te-sheruar-344-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,2854191.0
43,Albania,ALB,2021-02-04,0.0,0.0,0.0,24.0,0.0,0.0,0.0,8.408687435423907,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1714-te-vaksinuar-1993-testime-699-te-sheruar-344-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,2854191.0
44,Albania,ALB,2021-02-05,0.0,0.0,0.0,35.0,0.0,0.0,0.0,12.262669176659866,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1714-te-vaksinuar-1993-testime-699-te-sheruar-344-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,2854191.0
45,Albania,ALB,2021-02-06,0.0,0.0,0.0,47.0,0.0,0.0,0.0,16.46701289437182,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1714-te-vaksinuar-1993-testime-699-te-sheruar-344-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,2854191.0
46,Albania,ALB,2021-02-07,0.0,0.0,0.0,59.0,0.0,0.0,0.0,20.671356612083773,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1714-te-vaksinuar-1993-testime-699-te-sheruar-344-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,2854191.0
47,Albania,ALB,2021-02-08,0.0,0.0,0.0,71.0,0.0,0.0,0.0,24.875700329795727,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1714-te-vaksinuar-1993-testime-699-te-sheruar-344-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,2854191.0
48,Albania,ALB,2021-02-09,1127.0,689.0,438.0,82.0,0.04,0.02,0.02,28.729682071031686,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1714-te-vaksinuar-1993-testime-699-te-sheruar-344-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,2854191.0
49,Albania,ALB,2021-02-10,0.0,0.0,0.0,81.0,0.0,0.0,0.0,28.379320094555688,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1714-te-vaksinuar-1993-testime-699-te-sheruar-344-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,2854191.0
50,Albania,ALB,2021-02-11,0.0,0.0,0.0,79.0,0.0,0.0,0.0,27.678596141603695,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1714-te-vaksinuar-1993-testime-699-te-sheruar-344-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,2854191.0
51,Albania,ALB,2021-02-12,0.0,0.0,0.0,78.0,0.0,0.0,0.0,27.3282341651277,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1714-te-vaksinuar-1993-testime-699-te-sheruar-344-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,2854191.0
52,Albania,ALB,2021-02-13,0.0,0.0,0.0,76.0,0.0,0.0,0.0,26.627510212175707,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1714-te-vaksinuar-1993-testime-699-te-sheruar-344-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,2854191.0
53,Albania,ALB,2021-02-14,0.0,0.0,0.0,75.0,0.0,0.0,0.0,26.277148235699713,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1714-te-vaksinuar-1993-testime-699-te-sheruar-344-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,2854191.0
54,Albania,ALB,2021-02-15,0.0,0.0,0.0,73.0,0.0,0.0,0.0,25.57642428274772,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1714-te-vaksinuar-1993-testime-699-te-sheruar-344-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,2854191.0
55,Albania,ALB,2021-02-16,0.0,0.0,0.0,72.0,0.0,0.0,0.0,25.226062306271725,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1714-te-vaksinuar-1993-testime-699-te-sheruar-344-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,2854191.0
56,Albania,ALB,2021-02-17,1701.0,1090.0,611.0,72.0,0.06,0.04,0.02,25.226062306271725,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1714-te-vaksinuar-1993-testime-699-te-sheruar-344-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,2854191.0
57,Albania,ALB,2021-02-18,3049.0,2438.0,611.0,254.0,0.11,0.08,0.02,88.99194202490303,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1714-te-vaksinuar-1993-testime-699-te-sheruar-344-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,2854191.0
58,Albania,ALB,2021-02-19,4177.0,0.0,0.0,405.0,0.15,0.0,0.0,141.89660047277843,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1714-te-vaksinuar-1993-testime-699-te-sheruar-344-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,2854191.0
59,Albania,ALB,2021-02-20,0.0,0.0,0.0,516.0,0.0,0.0,0.0,180.786779861614,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1714-te-vaksinuar-1993-testime-699-te-sheruar-344-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,2854191.0
60,Albania,ALB,2021-02-21,0.0,0.0,0.0,627.0,0.0,0.0,0.0,219.67695925044958,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1714-te-vaksinuar-1993-testime-699-te-sheruar-344-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,2854191.0
61,Albania,ALB,2021-02-22,6728.0,6073.0,655.0,739.0,0.23,0.21,0.02,258.9175006157612,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1714-te-vaksinuar-1993-testime-699-te-sheruar-344-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,2854191.0
62,Albania,ALB,2021-02-23,0.0,0.0,0.0,891.0,0.0,0.0,0.0,312.1725210401126,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1714-te-vaksinuar-1993-testime-699-te-sheruar-344-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,2854191.0
63,Albania,ALB,2021-02-24,0.0,0.0,0.0,1043.0,0.0,0.0,0.0,365.427541464464,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1714-te-vaksinuar-1993-testime-699-te-sheruar-344-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,2854191.0
64,Albania,ALB,2021-02-25,10135.0,0.0,0.0,1012.0,0.35,0.0,0.0,354.5663201937081,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1714-te-vaksinuar-1993-testime-699-te-sheruar-344-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,2854191.0
65,Albania,ALB,2021-02-26,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,350.36197647599613,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1714-te-vaksinuar-1993-testime-699-te-sheruar-344-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,2854191.0
66,Albania,ALB,2021-02-27,0.0,0.0,0.0,1027.0,0.0,0.0,0.0,359.82174984084804,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1714-te-vaksinuar-1993-testime-699-te-sheruar-344-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,2854191.0
67,Albania,ALB,2021-02-28,0.0,0.0,0.0,1054.0,0.0,0.0,0.0,369.28152320569995,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1714-te-vaksinuar-1993-testime-699-te-sheruar-344-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,2854191.0
68,Albania,ALB,2021-03-01,14295.0,0.0,0.0,1081.0,0.5,0.0,0.0,378.74129657055187,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1714-te-vaksinuar-1993-testime-699-te-sheruar-344-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,2854191.0
69,Albania,ALB,2021-03-02,0.0,0.0,0.0,1026.0,0.0,0.0,0.0,359.47138786437205,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1714-te-vaksinuar-1993-testime-699-te-sheruar-344-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,2854191.0
70,Albania,ALB,2021-03-03,15793.0,0.0,0.0,971.0,0.55,0.0,0.0,340.2014791581923,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1714-te-vaksinuar-1993-testime-699-te-sheruar-344-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,2854191.0
71,Albania,ALB,2021-03-04,0.0,0.0,0.0,927.0,0.0,0.0,0.0,324.78555219324846,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1714-te-vaksinuar-1993-testime-699-te-sheruar-344-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,2854191.0
72,Albania,ALB,2021-03-05,0.0,0.0,0.0,897.0,0.0,0.0,0.0,314.27469289896857,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1714-te-vaksinuar-1993-testime-699-te-sheruar-344-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,2854191.0
73,Albania,ALB,2021-03-06,0.0,0.0,0.0,867.0,0.0,0.0,0.0,303.76383360468867,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1714-te-vaksinuar-1993-testime-699-te-sheruar-344-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,2854191.0
74,Albania,ALB,2021-03-07,0.0,0.0,0.0,838.0,0.0,0.0,0.0,293.60333628688477,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1714-te-vaksinuar-1993-testime-699-te-sheruar-344-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,2854191.0
75,Albania,ALB,2021-03-08,0.0,0.0,0.0,808.0,0.0,0.0,0.0,283.0924769926049,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1714-te-vaksinuar-1993-testime-699-te-sheruar-344-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,2854191.0
76,Albania,ALB,2021-03-09,0.0,0.0,0.0,820.0,0.0,0.0,0.0,287.29682071031687,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1714-te-vaksinuar-1993-testime-699-te-sheruar-344-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,2854191.0
77,Albania,ALB,2021-03-10,21613.0,0.0,0.0,831.0,0.75,0.0,0.0,291.1508024515528,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1714-te-vaksinuar-1993-testime-699-te-sheruar-344-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,2854191.0
78,Albania,ALB,2021-03-11,0.0,0.0,0.0,857.0,0.0,0.0,0.0,300.2602138399287,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1714-te-vaksinuar-1993-testime-699-te-sheruar-344-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,2854191.0
79,Albania,ALB,2021-03-12,23635.0,0.0,0.0,883.0,0.82,0.0,0.0,309.3696252283046,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1714-te-vaksinuar-1993-testime-699-te-sheruar-344-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,2854191.0
80,Albania,ALB,2021-03-13,0.0,0.0,0.0,1042.0,0.0,0.0,0.0,365.077179487988,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1714-te-vaksinuar-1993-testime-699-te-sheruar-344-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,2854191.0
81,Albania,ALB,2021-03-14,0.0,0.0,0.0,1201.0,0.0,0.0,0.0,420.7847337476714,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1714-te-vaksinuar-1993-testime-699-te-sheruar-344-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,2854191.0
82,Albania,ALB,2021-03-15,0.0,0.0,0.0,1361.0,0.0,0.0,0.0,476.84264998383077,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1714-te-vaksinuar-1993-testime-699-te-sheruar-344-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,2854191.0
83,Albania,ALB,2021-03-16,0.0,0.0,0.0,1520.0,0.0,0.0,0.0,532.5502042435141,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1714-te-vaksinuar-1993-testime-699-te-sheruar-344-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,2854191.0
84,Albania,ALB,2021-03-17,33369.0,0.0,0.0,1679.0,1.16,0.0,0.0,588.2577585031976,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1714-te-vaksinuar-1993-testime-699-te-sheruar-344-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,2854191.0
